,band_num,species,SPECIES,DATE,EVENT,COORDINATES,LOCATION DESCRIPTION,NOTES FOR INTEREST,
852,1467-52374,Unknown,MALL,6/24/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
853,1467-52375,Unknown,MALL,6/24/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
854,1467-52376,Unknown,MALL,6/29/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
855,1467-52377,Unknown,MALL,6/29/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
856,1467-52378,Unknown,MALL,6/30/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
857,1467-52379,Unknown,MALL,6/30/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
858,1467-52380,Unknown,MALL,7/6/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
859,1467-52381,Unknown,MALL,7/6/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
860,1467-52382,Unknown,MALL,7/8/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
861,1467-52383,Unknown,MALL,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
862,1467-52384,Unknown,MALL,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
863,1467-52385,Unknown,MALL,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
864,1467-52386,Unknown,MALL,7/19/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
865,2367-85605,Unknown,MALL,7/6/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
866,2367-85606,Unknown,MALL,7/7/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
867,2367-85607,Unknown,MALL,7/7/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
868,2367-85608,Unknown,MALL,7/7/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
869,2367-85609,Unknown,MALL,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
870,2367-85610,Unknown,MALL,7/14/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
871,2367-85611,Unknown,MALL,7/15/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
872,2367-85731,Unknown,,,,,,,
873,2367-85732,Unknown,,,,,,,
874,2437-54001,Unknown,MALL,6/2/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
875,2437-54002,Unknown,MALL,6/3/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
876,2437-54003,Unknown,MALL,6/22/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
877,2437-54004,Unknown,MALL,6/23/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
878,2437-54005,Unknown,MALL,6/23/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Nebraska in 2002,
879,2437-54006,Unknown,MALL,6/23/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Ohio in Nov 1999,
880,2437-54007,Unknown,MALL,6/24/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
881,2437-54008,Unknown,MALL,6/24/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
882,2437-54009,Unknown,MALL,6/28/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
883,2437-54010,Unknown,MALL,7/3/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
884,2437-54011,Unknown,MALL,7/5/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
885,2437-54012,Unknown,MALL,7/5/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
886,2437-54013,Unknown,MALL,7/5/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
887,2437-54014,Unknown,MALL,7/5/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
888,2437-54015,Unknown,MALL,7/5/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
889,2437-54016,Unknown,MALL,7/7/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
890,2437-54017,Unknown,MALL,7/9/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
891,2437-54018,Unknown,MALL,7/16/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Iowa in 2001,
892,2437-54019,Unknown,MALL,7/21/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
893,2437-54020,Unknown,MALL,7/21/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
894,2437-54021,Unknown,MALL,7/28/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
895,1617-93801,Unknown,MALL,5/23/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
896,1617-93802,Unknown,MALL,5/26/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
897,1617-93803,Unknown,MALL,6/5/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
898,1617-93804,Unknown,MALL,6/7/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
899,1617-93805,Unknown,MALL,6/12/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Nebraska in 2000,
900,1617-93808,Unknown,MALL,7/11/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
901,2437-54023,Unknown,MALL,6/12/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
902,1617-93806,Unknown,MALL,6/28/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
903,1617-93807,Unknown,MALL,7/12/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
904,1617-93809,Unknown,MALL,7/27/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
905,1237-28506,Unknown,MALL,5/5/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
906,1237-28514,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
907,1237-28515,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
908,1237-28516,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
909,1237-28517,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
910,1237-28518,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
911,1237-28519,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
912,1237-28520,Unknown,MALL,5/19/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
913,1237-28521,Unknown,MALL,5/20/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
914,1237-28522,Unknown,MALL,5/20/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
915,1237-28526,Unknown,MALL,5/22/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
916,1237-28528,Unknown,MALL,5/22/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
917,1237-28538,Unknown,MALL,5/25/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
918,1237-28554,Unknown,MALL,5/28/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
919,1237-28581,Unknown,MALL,6/2/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
920,1357-20101,Unknown,MALL,6/7/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
921,1357-20110,Unknown,MALL,6/9/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
922,1357-20116,Unknown,MALL,6/10/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
923,1357-20117,Unknown,MALL,6/10/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
924,1357-20118,Unknown,MALL,6/10/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in SK in 1983,
925,1357-20122,Unknown,MALL,6/11/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
926,1357-20123,Unknown,MALL,6/11/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
927,1357-20125,Unknown,MALL,6/12/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
928,1357-20129,Unknown,MALL,6/13/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
929,1357-20130,Unknown,MALL,6/13/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
930,1357-20132,Unknown,MALL,6/15/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
931,1357-20133,Unknown,MALL,6/15/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
932,1357-20136,Unknown,MALL,6/17/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
933,1357-20139,Unknown,MALL,6/18/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
934,1357-20141,Unknown,MALL,6/23/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
935,1357-20143,Unknown,MALL,6/29/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
936,1357-20145,Unknown,MALL,7/10/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
937,1357-20146,Unknown,MALL,7/10/1982,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
938,1357-20169,Unknown,MALL,5/3/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
939,1357-20175,Unknown,MALL,5/3/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
940,1357-20177,Unknown,MALL,5/3/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
941,1357-20181,Unknown,MALL,5/4/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada","Shot in December 1983, location unknown.",
942,1357-20197,Unknown,MALL,5/5/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
943,1237-46495,Unknown,MALL,6/1/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
944,1237-46496,Unknown,MALL,6/1/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
945,1167-44221,Unknown,MALL,6/3/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
946,1167-44230,Unknown,MALL,6/7/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
947,1167-44245,Unknown,MALL,6/8/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Minnesota in Nov 1983,
948,1167-44258,Unknown,MALL,6/9/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
949,1167-44271,Unknown,MALL,6/14/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
950,1167-44273,Unknown,MALL,6/14/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
951,1167-44293,Unknown,MALL,7/7/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
952,1167-44294,Unknown,MALL,7/12/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
953,1167-44295,Unknown,MALL,7/13/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
954,1167-44296,Unknown,MALL,7/18/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
955,1337-44601,Unknown,MALL,8/5/1983,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
956,1337-44604,Unknown,MALL,4/14/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
957,1337-44610,Unknown,MALL,4/16/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
958,1337-44658,Unknown,MALL,5/3/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Missouri in 1985,
959,1337-44673,Unknown,MALL,5/9/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
960,1337-44685,Unknown,MALL,5/14/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
961,1337-44686,Unknown,MALL,5/14/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
962,1337-44700,Unknown,MALL,5/22/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
963,1337-44728,Unknown,MALL,5/30/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
964,1337-44733,Unknown,MALL,6/4/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
965,1337-44734,Unknown,MALL,6/4/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
966,1337-44746,Unknown,MALL,6/11/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
967,1337-44751,Unknown,MALL,6/25/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
968,1337-44752,Unknown,MALL,7/11/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
969,1337-44755,Unknown,MALL,7/11/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Illinois in 1995 (typo? 1995 would be an old bird),
970,1337-44760,Unknown,MALL,7/18/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
971,1337-44761,Unknown,MALL,7/18/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
972,1337-44762,Unknown,MALL,7/18/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
973,1337-44763,Unknown,MALL,7/18/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
974,1337-44765,Unknown,MALL,7/24/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
975,1337-44770,Unknown,MALL,7/24/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
976,1337-44771,Unknown,MALL,7/24/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
977,1337-44773,Unknown,MALL,7/24/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
978,1337-44774,Unknown,MALL,8/2/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
979,1337-44777,Unknown,MALL,8/2/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
980,1337-44786,Unknown,MALL,8/8/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
981,1337-44787,Unknown,MALL,8/8/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
982,1337-44790,Unknown,MALL,8/8/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
983,1337-44791,Unknown,MALL,8/8/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
984,1337-44796,Unknown,MALL,8/14/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
985,1337-44775,Unknown,MALL,8/2/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
986,1337-44800,Unknown,MALL,8/17/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
987,1337-44805,Unknown,MALL,8/17/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
988,1337-44807,Unknown,MALL,8/28/1984,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
989,1337-44818,Unknown,MALL,4/30/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
990,1337-44555,Unknown,MALL,5/28/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
991,1337-44566,Unknown,MALL,6/1/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
992,1337-44567,Unknown,MALL,6/6/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
993,1337-44568,Unknown,MALL,6/8/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
994,1337-44569,Unknown,MALL,6/9/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Alberta in Oct 1985,
995,1337-44570,Unknown,MALL,6/9/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
996,1337-44571,Unknown,MALL,6/19/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Mississippi in 1986,
997,1337-44572,Unknown,MALL,6/21/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
998,1337-44573,Unknown,MALL,6/21/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
999,1337-44574,Unknown,MALL,7/15/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Mississippi in 1988,
1000,1337-44575,Unknown,MALL,7/15/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1001,1337-44580,Unknown,MALL,8/26/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1002,1337-44581,Unknown,MALL,8/26/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Arkansas in 1986,
1003,1337-44582,Unknown,MALL,8/26/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1004,1337-44584,Unknown,MALL,8/26/1985,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
1005,1337-44951 +CB,Unknown,MALL,5/27/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1006,1337-44953+CB,Unknown,MALL,5/29/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1007,1337-44956 +CB,Unknown,MALL,5/29/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1008,1337-44957+CB,Unknown,MALL,5/29/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1009,1337-44975+CB,Unknown,MALL,6/4/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1010,1337-44980 + yellow band ,Unknown,MALL,6/5/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1011,1337-44993+yellow CB,Unknown,MALL,6/8/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1012,1337-44995+CB,Unknown,MALL,6/17/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1013,1337-44996+CB,Unknown,MALL,6/17/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1014,1337-44999,Unknown,MALL,6/24/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1015,1337-45000+CB,Unknown,MALL,6/25/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1016,1447-40101,Unknown,MALL,7/8/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1017,1447-40103+CB,Unknown,MALL,7/11/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1018,1447-40104+CB,Unknown,MALL,7/16/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1019,1447-40107+CB,Unknown,MALL,7/29/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1020,1447-40108,Unknown,MALL,7/29/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1021,1447-40110,Unknown,MALL,8/17/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1022,1447-40129 + red band left,Unknown,MALL,4/18/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1023,1447-40131 + red band left,Unknown,MALL,4/21/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1024,1447-40145,Unknown,MALL,4/25/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1025,1447-40148,Unknown,MALL,4/25/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1026,1447-40164+red CB,Unknown,MALL,5/10/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1027,1447-40160+red CB,Unknown,MALL,5/18/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Texas in 1987,
1028,1447--40183+red CB,Unknown,MALL,5/22/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1029,1447--40184+red CB,Unknown,MALL,5/23/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1030,1447--40191+red CB,Unknown,MALL,5/23/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1031,1447--40192+red CB,Unknown,MALL,5/25/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1032,1447-40180,Unknown,MALL,6/6/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1033,1447-40201+red band ,Unknown,MALL,6/17/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1034,1447-40202,Unknown,MALL,6/26/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1035,1447-40203 +red band ,Unknown,MALL,6/26/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1036,1447-40204,Unknown,MALL,6/29/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1037,1447-40205,Unknown,MALL,7/2/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1038,1447-40206 +red band ,Unknown,MALL,7/3/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1039,1447-40207 +red band ,Unknown,MALL,7/8/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1040,1447-40208 +blue band ,Unknown,MALL,7/13/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1041,1447-40209 +red band ,Unknown,MALL,7/13/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1042,1447-40212 +blue band ,Unknown,MALL,7/16/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1043,1447-40218 +blue band ,Unknown,MALL,7/16/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1044,1447-40219,Unknown,MALL,7/16/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1045,1447-40241,Unknown,MALL,4/21/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1046,1447-40120,Unknown,MALL,8/21/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1047,1447-40251,Unknown,MALL,4/23/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1048,1447-40211,Unknown,MALL,7/16/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1049,1447-40257,Unknown,MALL,4/28/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1050,1447-40265,Unknown,MALL,5/1/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1051,1447-40278,Unknown,MALL,5/5/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1052,1447-40128,Unknown,MALL,8/31/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1053,1447-40289,Unknown,MALL,5/9/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1054,1447-40295,Unknown,MALL,5/10/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1055,1447-40308,Unknown,MALL,5/19/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1056,1447-40313,Unknown,MALL,5/19/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1057,1447-40174,Unknown,MALL,5/19/1987,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1058,1447-40331,Unknown,MALL,6/23/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
1059,1447-40332,Unknown,MALL,6/23/1988,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
