band_num,date_resighted,original_location_description,general_location,exact_location,status,comments
1016-61345,1999-05-18,pd 1,NWA,pond 1,paired,@ 1355 VG
1016-61345,1999-05-27,pd 25,NWA,pond 25,Pr,@ 0900
1016-61345,2000-04-26,pd 25,NWA,pond 25,PR,@ 1215 VG
1016-61345,2000-05-04,pd 90,NWA,pond 90,PR,G VG
1016-61345,2000-05-08,pd 26,NWA,pond 26,PR,@ 10:45 V. good
1016-61345,2000-05-12,pd 90,NWA,pond 90,Pr,@ 0753  ??
1016-61345,2000-05-12,pd 26,NWA,pond 26,PR,@ 0800 Exc. also saw 2 other times on pd 25 W pd 20
1016-61345,2000-05-15,pd 25,NWA,pond 25,PR,@ 0825 v.g.
1016-61345,2000-05-17,pd 25,NWA,pond 25,Pr,good @ 1925
1016-61345,2000-05-19,pd 0935,NWA,unknown,Pr,VG @ 0935
1016-61345,2000-05-24,pd 26,NWA,pond 26,Pr,very good @ 0845
1016-61345,2000-06-07,pd 26,NWA,pond 26,Pr,@ 0837
1016-61345,2000-06-26,flush from nest # 105 to pd 26,NWA,pond 26,female,VG @ 1150
1016-61345,2000-07-23,pd 65,NWA,pond 65,female (lone),"@ 1635, good"
1016-61349,2000-05-12,pd 25,NWA,pond 25,PR,@ 0820 VG
1016-61350,1998-07-11,N 251,NWA,unknown,"9 Hat, 9 tagged",Followup
1016-61354,1998-07-28,pd 25,NWA,pond 25,23 Ib's ,1315 with LBS Whs
1016-61354,1998-07-29,pd 25,NWA,pond 25,7 Ic's,@ 0820  
1016-61354,1998-07-22,0d 26,NWA,unknown,9 Ic's,1315
1016-61354,1999-05-20,pd 66,NWA,pond 66,paired,@ 0950 Exc-VG
1016-61355,1998-07-28,pd 25,NWA,pond 25,male alone,1315
1016-61355,1999-07-28,pd 90,NWA,pond 90,female alone,@ 1045 Excellent
1016-61355,2000-05-12,off area pd 6317,NWA,unknown,PR,VG @ 0800 *sticky note: last sighting off area used SWL
1016-61357,1998-07-17,N 312,NWA,unknown,"10 Hat, 10 tagged",Na
1016-61357,1998-07-28,5335,NWA,unknown,7-10 Ic's,@ 820
1016-61357,2000-06-01,pd N of 5056,NWA,unknown,Pr,100% @ 1347
1016-61360,1998-07-22,N 417,NWA,unknown,cont,9 egg 9 hatch
1016-61360,1999-05-13,Skopar's,NWA,unknown,Pr,V. good @ 1311
1016-61360,1999-05-17,Skopar's,NWA,unknown,PR,@ 1505 VG
1016-61364,1998-07-19,N 191,NWA,unknown,cont pipped,"10 eggs (hatch), 2 infertile"
1016-61364,1999-05-27,pd 1 N,NWA,pond 1,PR,@ 0936
1016-61364,1999-05-31,pd 1 NW,NWA,pond 1,Pr,@ 0900
1016-61364,1999-06-02,pd 1 N,NWA,pond 1,Pr,@ 1510
1016-61364,1999-06-11,pd 5,NWA,pond 5,Pr,vg  
1016-61364,1999-08-09,pd 90,NWA,pond 90,w/ 9 Ib's,@ 0921
1016-61364,1999-08-20,1/3 M East of SE corner of NWA,NWA,unknown,w 21 IIa's,@ 1045  
1016-61364,2000-05-24,pd 1 E,NWA,pond 1,Pr,Vg @ 0910
1016-61366,1998-07-19,SW Pd 1,NWA,pond 1,11 Ia's ,@ 0953
1016-61366,1998-07-05,pd 1,NWA,pond 1,hen alone ,@ 930
1016-61366,1998-07-29,pd 25,NWA,pond 25,24 Ib's ,(with another hen whC LBC) @ 0820
1016-61366,1998-07-28,pd 25,NWA,pond 25,23 Ib',with GrC ye triangle
1016-61366,1999-04-26,pd 1 W,NWA,pond 1,PR,@ 1332
1016-61366,1999-04-26,pd 1 E,NWA,pond 1,PR,@ 1726
1016-61366,1999-04-26,pd 79 W,NWA,pond 79,PR,@ 1900
1016-61366,1999-04-29,66,NWA,unknown,PR,100%
1016-61366,1999-05-07,pd 1 W,NWA,pond 1,PR,100%
1016-61366,1999-05-17,pd 1 ,NWA,pond 1,PR,V good
1016-61366,1999-06-02,pd 1 ,NWA,pond 1,Pr,@ 12:13
1016-61366,1999-06-11,pd 5,NWA,pond 5,Pr,100%
1016-61366,1999-06-18,pd 1 W,NWA,pond 1,Pr,@ 1620 100%
1016-61366,2000-04-27,90 b,NWA,unknown,Pr,"v.good, good, 7:30"
1016-61366,2000-05-08,pd 90,NWA,pond 90,Pr,@ 1615 exc
1016-61366,2000-05-12,pd 97,NWA,pond 97,PR,@ 0545
1016-61366,2000-05-13,pd 90,NWA,pond 90,Pr,"@ 430, good"
1016-61366,2000-05-16,pd 90,NWA,pond 90,Pr,@ 1235 good
1016-61366,2000-05-26,pd 1 E,NWA,pond 1,Pr,@ 11:37 fair
1016-61366,2000-05-31,pd 1 W,NWA,pond 1,Pr,@ 1145 VG
1016-61366,2000-06-07,pd 1 W,NWA,pond 1,Pr,@ 0722
1016-61366,2000-06-14,pd 1 W,NWA,pond 1,Pr,@ 1110 exc.
1016-61366,2000-06-21,N 126 Isl,NWA,unknown,alone,@ 1450 100%
1016-61366,2000-07-25,pd 1 N,NWA,pond 1,lone female,acted broody although she didn't have a brood w/ her
1016-61366,2000-08-11,pd 90,NWA,pond 90,w/ 27 IIB's,@ 0745 exc
1016-61366,2000-12-15,Clarksdale MS,NWA,unknown,female shot,12-15-00
1016-61371,1998-07-23,N 422,NWA,unknown,Depred. ,Torn up nest 7 eggs gone
1016-61371,1999-06-11,SE on crop 50,NWA,unknown,Pr,@ 0845
1016-61372,1998-07-16,N 338,NWA,unknown,cont,9 eggs
1016-61377,1999-05-17,Skomar's pd,NWA,unknown,paired,1444 VG
1016-61378,1999-05-19,pd 1,NWA,pond 1,Pr,@0840 v.good
1016-61378,1999-05-20,pd 1 E,NWA,pond 1,Pr,@ 0938
1016-61378,1999-06-11,pd 1 E,NWA,pond 1,Pr,v.g
1016-61378,1999-07-28,pd 90,NWA,pond 90,alone,@ 1045 100%
1016-61378,2000-05-19,pd 1 E,NWA,pond 1,Pr,@ 1037 100%
1016-61378,2000-05-24,pd 90,NWA,pond 90,Pr,@ 0830 fair
1016-61378,2000-06-14,pd 90,NWA,pond 90,Pr,"@ 1140 fair, fair"
1016-61378,2000-06-21,pd 1 ,NWA,pond 1,Pr,@ 1425 100%
1016-61378,2000-06-23,pd 1 E,NWA,pond 1,Pr,@ 1325 EXC
1016-61378,2000-07-27,pd 90,NWA,pond 90,lone female,@ 1257 100%
1016-61379,1999-05-13,pd 1257,NWA,unknown,PR,@ 1257  
1016-61379,1999-05-20,pd 5338,NWA,unknown,PR,@ 0830 VG-EXC
1016-61379,2000-05-12,pd 90,NWA,pond 90,PR,@ 0815
1016-61379,2000-05-24,pd 5338,NWA,unknown,PR,VG @ 0731
1016-61379,2000-07-12,on nest,NWA,unknown,8 eggs @ 5 d,1200
1016-61379,2001-01-03,"Dumus, Arkansas",outside area,unknown,female shot,"01-03-01, * sticky note: Grn square Or C Kevin! Combo used See 1999?"
1016-72003,1997-07-10,nest,NWA,unknown,Depred,@ 1545
1016-72003,1997-07-31,S of NWA approx 2 mi,NWA,unknown,telemetry Loc,@1150 
1016-72003,2001-05-02,pd 7040,NWA,unknown,PR,@ 1147 100%
1016-72004,1997-07-26,pd 5338,NWA,unknown,w 11 Ib  ,@ 1331
1016-72004,1997-07-27,pd 5338,NWA,unknown,9 Ic and 2 Ic ,AMWI @ 0955
1016-72004,1998-05-08,S end pd 5723,NWA,unknown,PR,@ 1215 (100) GrN Y 80% Ye oval (100%) *sticky note: 98 resight Not entered SWL 99
1016-72005,1997-07-10,pd 1 ,NWA,pond 1,w 6 Ia ,@ 1115
1016-72005,1997-07-23,1 m N of town of St. Denis,NWA,unknown,female PR,@ 1701
1016-72005,1998-04-27,pd 67,NWA,pond 67,PR,morning
1016-72005,1998-04-29,pd 66,NWA,pond 66,PR,@ 1851
1016-72005,1998-05-11,pd N of 7040,NWA,unknown,PR,@ 1300
1016-72005,1998-05-22,pd 19,NWA,pond 19,PR,@ 1305
1016-72005,1998-05-19,pd 67,NWA,pond 67,PR,@ 1430
1016-72005,1998-05-15,pd 67 ,NWA,pond 67,PR,@ 1911
1016-72007,1997-07-29,pd 4328,NWA,unknown,6 Ic,@ 18:30
1016-72007,1997-08-15,pd 4717,NWA,unknown,w 7 IIc,@ 1135
1016-72007,1998-05-06,pd 4328,NWA,unknown,PR,@ 1915
1016-72007,1998-05-09,1.5 mi SW of Arthur 1 mi W of Labreques,NWA,unknown,PR,@2051
1016-72007,1998-07-06,N 294,NWA,unknown,Depredated,sticky note: resgihted off area SWL 99
