"","band_num","date_resighted","location","observer","status","comments","Other.notes..there.are.sometimes.handwritten.notes.such.as.the.one.in.this.binder.before.page.49","Brood.instead.of.Resightings","X","X.1","X.2","X.3"
"1812","1107-16488","1997 May 23, June 6,19,20,21","N139 ISL",NA,"4 eggs *'d, Incubating",NA,NA,"",NA,NA,NA,NA
"1813","1107-16488","1997-06-21","Nest","RGC","obs on Nest no flush!",NA,NA,"",NA,NA,NA,NA
"1814","1107-16488","1998-05-12","pd 1 E","SWL","PR","@ 1017; 3 yr",NA,"",NA,NA,NA,NA
"1815","1107-16488","1998-06-15","pd 1 E","RGC","w/ another female MALL","Female came from N66",NA,"",NA,NA,NA,NA
"1816","1107-16488","1998-06-17","N66","RGC","Hatched","1 circled",NA,"",NA,NA,NA,NA
"1817","1107-16488","1999-06-22","N101 ISL","RGC, MH, RDD","6 eggs","*Lost tags (replaced)",NA,"",NA,NA,NA,NA
"1818","1107-16488","1999-06-30","N101 ISL","RGC","6 H/Gone",NA,NA,"",NA,NA,NA,NA
"1819","1107-16489",NA,NA,NA,NA,"See Brood OBS 96",NA,"",NA,NA,NA,NA
"1820","1107-16489","Last seen 1996-08-13","1st PD E of Farm that is 1m N of Labreques","SWL","w 9IIa","@ 1203",NA,"",NA,NA,NA,NA
"1821","1107-16490","1996-07-16","bluff S of pd 50","SF","female DEAD","Killed by owl (apparently)",NA,"",NA,NA,NA,NA
"1822","1107-16491","1996-07-11","Nest","STR/JM","8 pipped",NA,NA,"",NA,NA,NA,NA
"1823","1107-16492","1996-07-13","Nest","SWL/RGC, JM","6 ducklings from nest #263 given to female to replace 8 rotten eggs",NA,NA,"",NA,NA,NA,NA
"1824","1107-16492","1997-07-23","pd 90","STR","w 2 other marked females","saw no brood",NA,"",NA,NA,NA,NA
"1825","1107-16492","1997-11-29","Lafitte, Louissianna",NA,"female shot",NA,NA,"",NA,NA,NA,NA
"1826","1107-16493","1996-07-26","pd 90","VL","w 6 Ia","@ 1425",NA,"",NA,NA,NA,NA
"1827","1107-16493","Last Loc 1996-08-29","greater or equal to 3 mi NE of pd 7040 ","MG","Radio Loc",NA,NA,"",NA,NA,NA,NA
"1828","1107-16493",NA,NA,NA,NA,"See Brood OBS 96",NA,"",NA,NA,NA,NA
"1829","1107-16493","1998-04-27","pd 1 ","SWL","PR","@ 1050 (not 100%)",NA,"",NA,NA,NA,NA
"1830","1107-16493","1998-05-12","pd 1","SWL","PR","@ 0950 (not 100% ON Greentri) ",NA,"",NA,NA,NA,NA
"1831","1107-16494","1996-07-12","Nest","AF/STR","6 pipped",NA,NA,"",NA,NA,NA,NA
"1832","1107-16495","1996-07-17","Nest",NA,"abandoned",NA,NA,"",NA,NA,NA,NA
"1833","1107-16495","1997-04-25","1 pd NE of 4857 on opposite side of road","SWL","PR","@ 1302 (in the margins: CAUGHT)",NA,"",NA,NA,NA,NA
"1834","1107-16495","1997-05-31","Nest #043","MG,JJK,RT","BUSTER","@ 1515 *nest depr. (in the margins: CAUGHT)",NA,"",NA,NA,NA,NA
"1835","1107-16496","1996-07-18","Nest","STR","Post Mauser installation",NA,NA,"",NA,NA,NA,NA
"1836","1107-16496","1996-07-18",NA,NA,"Abandoned or killed went AWOL",NA,NA,"",NA,NA,NA,NA
"1837","1107-16496",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1838","1107-16497","1996-08-25","big pd SW of Andre Denis","MG/VL","w 7 IIb","observers drove ducklings along shoreline",NA,"",NA,NA,NA,NA
"1839","1107-16497",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1840","1107-16498","1996-07-19","Nest",NA,"Nest abandoned   ",NA,NA,"",NA,NA,NA,NA
"1841","1107-16498","1997-04-25","pd 61","SWL","PR","@ 1652",NA,"",NA,NA,NA,NA
"1842","1107-16498","1997-05-01","pd 61","SWL, JJK","PR","@ 1207",NA,"",NA,NA,NA,NA
"1843","1107-16498","1997-05-02","pd 61","SWL","PR","@ 1153",NA,"",NA,NA,NA,NA
"1844","1107-16498","1997-05-16","pd 61","SWL, JJK","PR","@ 1530",NA,"",NA,NA,NA,NA
"1845","1107-16499","Last Loc 1996-09-08","Near pd 2938","MG","Radio Loc",NA,NA,"",NA,NA,NA,NA
"1846","1107-16499",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1847","1107-16499","1997-05-16","pd 65","SWL","PR","@ 1515 No mauser seen",NA,"",NA,NA,NA,NA
"1848","1107-16499","1997-05-26","pd 65","RGC","PR","@ 1340",NA,"",NA,NA,NA,NA
"1849","1107-16499","1997-05-27","pd 65","PCG","PR","@ 14:00",NA,"",NA,NA,NA,NA
"1850","1107-16499","1997-06-06","pd 67","PCG","PR","@ 16:30",NA,"",NA,NA,NA,NA
"1851","1107-16499","1997-07-10","S of pd 799 nest 403","SWL",NA,"freq: 2.611",NA,"",NA,NA,NA,NA
"1852","1107-16499","1997-07-14","Nest","RGC","6 Hatch",NA,NA,"",NA,NA,NA,NA
"1853","1107-16499",NA,NA,NA,NA,"SEE 1997 Brood Obs",NA,"",NA,NA,NA,NA
"1854","1107-16499","1997-08-15","pd 66","MG","w 6 IIa",NA,NA,"",NA,NA,NA,NA
"1855","1107-16499","1997-10-22","pd 65","SWL","w 2 female N/t and 1 male ","@ 1445",NA,"",NA,NA,NA,NA
"1856","1107-16499","1998-04-22","pd 66","RGC","Pr","@ 1715; greater or equal to 3 yr",NA,"",NA,NA,NA,NA
"1857","1107-16499","1998-05-09","pd 66","JGS","Pr","@ 1907",NA,"",NA,NA,NA,NA
"1858","1107-16499","1998-05-12","pd 50","RGC","Pr","@ 0930",NA,"",NA,NA,NA,NA
"1859","1107-16500","1996-07-25","Nest","AF/STR","7 pipped",NA,NA,"",NA,NA,NA,NA
"1860","1107-16500","1997-05-28","Nest 081","RGC","(-7) 
2 eggs","I.D. on Nest by RGC then flushed",NA,"",NA,NA,NA,NA
"1861","1107-16500","1997-06-02",NA,"SWL,JJK, RLL","2 eggs pipped + hatched",NA,NA,"",NA,NA,NA,NA
"1862","1107-16500","1997-06-14","pd 90","SWL","2 Ic's","@ 0809",NA,"",NA,NA,NA,NA
"1863","1107-16500","1997-06-22","pd 90","MG","2 IIa-b","@ 0820",NA,"",NA,NA,NA,NA
"1864","1107-16500","1997-06-28","pd 90","SWL","w 2 IIa","@ 1046; circled 4 yr",NA,"",NA,NA,NA,NA
"1865","1107-16500","1998-05-08","pd 90","EMS","Bird found",NA,NA,"",NA,NA,NA,NA
"1866","1107-16500",NA,"Nest #014 '98",NA,"Dead at nest 014","*Nasal tags lost ",NA,"",NA,NA,NA,NA
"1867","1467-52326",NA,NA,NA,"Dead","Methoxy overdose",NA,"",NA,NA,NA,NA
"1868","1467-52327","1996-07-26","S pd 5338","STR","w 9 III","@ 1150",NA,"",NA,NA,NA,NA
"1869","1467-52327","1996-08-09","pd 4327","MG","w 9 III","@ 1148",NA,"",NA,NA,NA,NA
"1870","1467-52327","1996-06-22","pd 20","LB/SWL","w 8 Ib","@ 1825",NA,"",NA,NA,NA,NA
"1871","1467-52327","1996-06-23","pd 1","SWL","PR","@ 1741",NA,"",NA,NA,NA,NA
"1872","1467-52328","1996-06-17","nest 012","STR","7 hatched","-missed web tagging",NA,"",NA,NA,NA,NA
"1873","1467-52329","1996-06-15","Nest","STR","8 hatched",NA,NA,"",NA,NA,NA,NA
"1874","1467-52329","1998-12-13","Lacygne, Kansas",NA,"female shot","*No nasal tags intact",NA,"",NA,NA,NA,NA
"1875","1467-52330","1996-07-26","S of pd 5338 1st pd S of powerlines in crop","STR","w 2 other marked females: WT triangle Grn square, yell square org square","*Note this was where female was brood reared",NA,"",NA,NA,NA,NA
"1876","1467-52330","1006-06-14","Nest","SWL","2 hatched",NA,NA,"",NA,NA,NA,NA
"1877","1467-52330","1997-07-29","pd 25","EMS","alone",NA,NA,"",NA,NA,NA,NA
"1878","1467-52331","1996-06-15","Nest","MG/STR","7 pipped",NA,NA,"",NA,NA,NA,NA
"1879","1467-52331","1997-05-30","E of 1255 N 104","GP, MG, RT, KLG, JJK","Caught","@ 14:15",NA,"",NA,NA,NA,NA
"1880","1467-52331","1997-06-02","E of 1255 N 104",NA,"10 pipped, 18 hatched",NA,NA,"",NA,NA,NA,NA
"1881","1467-52332","1996-06-18","Nest","SWL/STR","9 pipped",NA,NA,"",NA,NA,NA,NA
"1882","1467-52332","1997-05-02","pd 90","ES, RGC","Pr","@ am",NA,"",NA,NA,NA,NA
"1883","1467-52332","1997-05-20","SW TRES Nest # 021","RT, MG, JG, GP","identified on nest #021","@ 1530",NA,"",NA,NA,NA,NA
"1884","1467-52332","1997-06-03","Nest 021","SWL","female sitting on nest",NA,NA,"",NA,NA,NA,NA
"1885","1467-52333","1996-06-29","Nest","CDS","7 pipped","6 tagged 1 egg only starrred *nest apparently not revisited",NA,"",NA,NA,NA,NA
"1886","1467-52333","1997-04-25","pd 97","SWL","PR","@ 0915",NA,"",NA,NA,NA,NA
"1887","1467-52333","1997-05-09","pd 97","SWL/PCG","PR","@ 0945",NA,"",NA,NA,NA,NA
"1888","1467-52333","1997-06-01","pd 97","SWL","PR","@ 1350",NA,"",NA,NA,NA,NA
"1889","1467-52333","1997-06-28","pd 97/98","RGC","w 10 Ib","@ 1150",NA,"",NA,NA,NA,NA
"1890","1467-52333","1997-07-31","pd 94","STR","w 10 Ib","@ 1530",NA,"",NA,NA,NA,NA
"1891","1467-52333","1997-08-19","pd 94","STR","w 10 IIa","@ 0915",NA,"",NA,NA,NA,NA
"1892","1467-52333","1997-08-20","1 pd E of 94","SWL","w greater or equal to 9 IIb","@ 1447",NA,"",NA,NA,NA,NA
"1893","1467-52333","1997-08-23","pd 94","STR","w 10 IIb","@ 1005",NA,"",NA,NA,NA,NA
"1894","1467-52333","1998-05-19","Nest 040","JJK/JS","female found freshly killed *carcas slightly eaten","*Nasal tags intact *Webtag intact; circled 3 yr",NA,"",NA,NA,NA,NA
"1895","1467-52334","1996-06-27","Nest","EDS/AF","11 hatched",NA,NA,"",NA,NA,NA,NA
"1896","1467-52334","1997-05-16","Nest 088","SWL","female spotted 1 pd N of N. fenceline NWA after flushing from nest",NA,NA,"",NA,NA,NA,NA
"1897","1467-52335","1996-07-07","Nest","RGC","Depred. ",NA,NA,"",NA,NA,NA,NA
"1898","1467-52335","1997-04-25","pd 6751","MG","Pr","@ am",NA,"",NA,NA,NA,NA
"1899","1467-52335","1997-07-06","pd 140","SWL","PR","@ 0828",NA,"",NA,NA,NA,NA
"1900","1467-52335",NA,NA,NA,NA,"See Brood OBS 97",NA,"",NA,NA,NA,NA
"1901","1467-52335","1997-08-10","Nest","MG","7 hatche/gone","JJK on Aug 9 ducklings female wandering inside fence missed webtagging",NA,"",NA,NA,NA,NA
"1902","1467-52335","1997-08-30","pd 6631","STR","w 2 IIa","@ 1015",NA,"",NA,NA,NA,NA
"1903","1467-52335","1997-09-17","1 pd SW 6631","SWL","female see < 5 m away hiding under willows (ran away eventually)",NA,NA,"",NA,NA,NA,NA
"1904","1467-52336",NA,NA,NA,NA,"See 1996 Brood Obs 173.280",NA,"",NA,NA,NA,NA
"1905","1467-52336","1996-08-08","pd 50","MG","w 4 IIb/c","@ 0950   ",NA,"",NA,NA,NA,NA
"1906","1467-52336","1999-05-12","pd 6642","SWL","Pr","Gr triangle?",NA,"",NA,NA,NA,NA
"1907","1467-52337",NA,NA,NA,NA,"See 1996 brood obs 173.210",NA,"",NA,NA,NA,NA
"1908","1467-52337","Last seen 1996-08-11","pd 6954","VL","w 7 IIb","@ 1627",NA,"",NA,NA,NA,NA
"1909","1467-52337","1997-04-25","pd 1 E","SWL","PR","@ 1222",NA,"",NA,NA,NA,NA
"1910","1467-52337","1997-07-20","nest","SWL","I.D. positive 100%, 6 eggs","set trap female aban. ",NA,"",NA,NA,NA,NA
"1911","1467-52338","1996-07-03",NA,NA,"female in trap set for AMWI","#212 (her nest was destroyed)",NA,"",NA,NA,NA,NA
"1912","1467-52338","1997 May 23,29,31, June 1","N 135 ISL",NA,"Incubating eggs *'d",NA,NA,"",NA,NA,NA,NA
"1913","1467-52338","1997-05-23","Nest 135","MG/SWL","female sitting on nest eventually flushed!",NA,NA,"",NA,NA,NA,NA
"1914","1467-52338","1998-05-25","N62","JJK,EMS,JGS,SWL,BBB","on nest","tags lost! and replaced. circled greater or equal to 4 yr",NA,"",NA,NA,NA,NA
"1915","1467-52338","1998-06-02","N62","SWL","7 hatch, 5 tagged",NA,NA,"",NA,NA,NA,NA
"1916","1467-52338","1999-04-29","pd 1 W","RWD","PR","fair",NA,"",NA,NA,NA,NA
"1917","1467-52338","1999-05-02","pd 1 W","KWD","PR","@ 1955 G",NA,"",NA,NA,NA,NA
"1918","1467-52338","1999-05-05","pd 1 ","KWD","PR","KWD",NA,"",NA,NA,NA,NA
"1919","1467-52338","1999-06-10","pd 1","KWD","Pr","good 15:50",NA,"",NA,NA,NA,NA
"1920","1467-52338","1999-06-24","N106","SWL","7 eggs","I.D. on nest   ",NA,"",NA,NA,NA,NA
"1921","1467-52338","1999-07-02","N106","RDD/BBB","7 pipped",NA,NA,"",NA,NA,NA,NA
"1922","1467-52339",NA,NA,NA,NA,"See 1996 BROOD OBS 172.200",NA,"",NA,NA,NA,NA
"1923","1467-52339","1996-08-08","pd 9338","MG","w 7 IIb ","@ 1130",NA,"",NA,NA,NA,NA
"1924","1467-52339","Last Loc 1996-08-25","pd 9338","MG","Radio Loc",NA,NA,"",NA,NA,NA,NA
"1925","1467-52339","1997-04-24","S of quanset sheetwater","RGC","PR","@ 1504",NA,"",NA,NA,NA,NA
"1926","1467-52339","2000-05-02","pd 50","BBB","PR ","@ 1525 Vg",NA,"",NA,NA,NA,NA
"1927","1467-52339","2000-04-27","pd 50 ","SWL","PR",NA,NA,"",NA,NA,NA,NA
"1928","1467-52339","2000-07-17","pd 50 ","KWD","Brood hen greater or equal to 3 Ic's","excellent @ 1400",NA,"",NA,NA,NA,NA
"1929","1467-52339","2000-05-04","pd 50","BBB","Pr","V. good",NA,"",NA,NA,NA,NA
"1930","1467-52340",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1931","1467-52340","Last seen Aug/96","pd 5723","SWL","5 IIa","Pushed birds from emergents into open water",NA,"",NA,NA,NA,NA
"1932","1467-52340","1997-04-25","pd 125N","SWL","PR","@ 1030",NA,"",NA,NA,NA,NA
"1933","1467-52340","1997-06-01","pd 140","JJK","PR","@ 1600",NA,"",NA,NA,NA,NA
"1934","1467-52340","1997-07-06","nest 367, pd 139","SWL",NA,"08 July hatched (no radio)",NA,"",NA,NA,NA,NA
"1935","1467-52340","1998-05-05","SW of pd 6631 E side of road","SWL","PR ","@ 1122, greater or equal to 4 yr circled",NA,"",NA,NA,NA,NA
"1936","1467-52340","1998-05-07","pd S of 6672","JJK","PR","@ 1430 100%",NA,"",NA,NA,NA,NA
"1937","1467-52340","1998-05-25","Nest 023","EMS, SWL",NA,"tags changed",NA,"",NA,NA,NA,NA
"1938","1467-52340","1998-06-03","Nest 023","SWL, JJK, EMS","10 pipped",NA,NA,"",NA,NA,NA,NA
"1939","1467-52340","1998-06-05","Nest 023","SWL","Full hatch (9 eggs)",NA,NA,"",NA,NA,NA,NA
"1940","1467-52340","1999-04-26","pd 125N","RDD","PR",NA,NA,"",NA,NA,NA,NA
"1941","1467-52340","1999-04-26","pd 125N","RDD","PR","2 hours later",NA,"",NA,NA,NA,NA
"1942","1467-52340","1999-05-05","pd 125N","RDD","PR","G",NA,"",NA,NA,NA,NA
"1943","1467-52341",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1944","1467-52341","1996-08-24","pd 9350","VL/MG","w greater or equal to 1 IIb/c","@ 1300",NA,"",NA,NA,NA,NA
"1945","1467-52341","1996-08-30","pd 9350","MG","Radio Loc","@ 1000",NA,"",NA,NA,NA,NA
"1946","1467-52341","1997-07-29","pd 8367","STR","w 5 III","3 female and 2 male ducklings @ 1900",NA,"",NA,NA,NA,NA
"1947","1467-52342","1996-07-30","pd 5335","SWL","greater or equal to 6 Ic's","@ 1448",NA,"",NA,NA,NA,NA
"1948","1467-52342","1997-05-27","NE of pd 67","SWL, MG","Cuaght at nest 048","@ 1600",NA,"",NA,NA,NA,NA
"1949","1467-52342",NA,NA,NA,NA,"SEE BROOD OB SHEETS '97",NA,"",NA,NA,NA,NA
"1950","1467-52342","1997-08-09","2-3 ponds N of 5327","JJK","Radio Loc","@ 1315",NA,"",NA,NA,NA,NA
"1951","1467-52342","1997-06-24","Nest 376","SWL/JJK/KLG","6 eggs","found by telemetry",NA,"",NA,NA,NA,NA
"1952","1467-52342","2000-01-22","Blytheville, Arkansas",NA,"female shot",NA,NA,"",NA,NA,NA,NA
"1953","1467-52343","1996-08-30","SW pd 9350","SWL/VL","very broody (flushed female up)",NA,NA,"",NA,NA,NA,NA
"1954","1467-52343","1996-08-30","pd 7966","MG","very broody  ",NA,NA,"",NA,NA,NA,NA
"1955","1467-52343",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1956","1467-52344","1996-07-30","Nest",NA,"Abandon","W Brn oval ",NA,"",NA,NA,NA,NA
"1957","1467-52344","1996-07-28","pd 25","MG",NA,"LT BL oval",NA,"",NA,NA,NA,NA
"1958","1467-52344","1997-05-29","pd 26","SWL/RGC  ","PR","@ 1134",NA,"",NA,NA,NA,NA
"1959","1467-52344","1998-04-28","pd 1","BB","PR","AM",NA,"",NA,NA,NA,NA
"1960","1467-52346","1997-05-02","pd 25","SWL","paired","@ 1057",NA,"",NA,NA,NA,NA
"1961","1467-52346","1997-06-21","nest 173","SWL/EMS/PCG","8 ducklings ","@ 1000",NA,"",NA,NA,NA,NA
"1962","1467-52346","1997-08-01","pd 25","STR","w 2 IIb","@ 0750",NA,"",NA,NA,NA,NA
"1963","1467-52346","1998-04-23","pd 26A","SWL","PR","@ 0905 greater or equal to 3yr",NA,"",NA,NA,NA,NA
"1964","1467-52346","1998-04-27","pd 26A","RGC","PR","@ 1000",NA,"",NA,NA,NA,NA
"1965","1467-52346","1998-04-29","pd 25","BB ","PR","@ eve",NA,"",NA,NA,NA,NA
"1966","1467-52346","1998-05-12","pd 26","RGC","PR","@ 0815",NA,"",NA,NA,NA,NA
"1967","1467-52346","1998-05-22","pd 26N","JGS","PR ","@ 0900 100%",NA,"",NA,NA,NA,NA
"1968","1467-52346","1998-06-08","N107","EMS, SWL, JJK, JGS","on nest","mistnetted",NA,"",NA,NA,NA,NA
"1969","1467-52346","1999-04-19","pd 26","SWL","PR","@ 1733 VG",NA,"",NA,NA,NA,NA
"1970","1467-52346","1999-04-26","pd 26","KWD","PR","@ 1700 G",NA,"",NA,NA,NA,NA
"1971","1467-52346","1999-04-27","pd 26","RGC","PR","@ 0930 Exc",NA,"",NA,NA,NA,NA
"1972","1467-52346","1999-04-29","pd 26","KWD","PR","@ 155 VG",NA,"",NA,NA,NA,NA
"1973","1467-52346","1999-05-02","pd 26","SWL","PR","@ 1838 VG",NA,"",NA,NA,NA,NA
"1974","1467-52346","1999-05-12","pd 26","RGC","PR",NA,NA,"",NA,NA,NA,NA
"1975","1467-52346","1999-05-18","pd 26","RGC","PR","@ 1315",NA,"",NA,NA,NA,NA
"1976","1467-52346","1999-05-17","pd 26","KWD","PR","@ 1350",NA,"",NA,NA,NA,NA
"1977","1467-52346","2000-01-06","Licoln County, Arkansas",NA,"female shot",NA,NA,"",NA,NA,NA,NA
"1978","1467-52352","1997-06-14","280 nest","MG","hatch 1?",NA,NA,"",NA,NA,NA,NA
"1979","1467-52352","1997-06-29","pd 79 E","RGC","PR","@ 1320",NA,"",NA,NA,NA,NA
"1980","1467-52352","1999-07-15","nest 619","RGC","6 eggs","@ 1430   ",NA,"",NA,NA,NA,NA
"1981","1467-52352","1999-07-30","nest 619","SWL","5 hatch",NA,NA,"",NA,NA,NA,NA
"1982","1467-52352","1997-08-04","pd 90b","STR","5 Ia","@ 1040",NA,"",NA,NA,NA,NA
"1983","1467-52352","1997-08-11","pd 6136","STR","5 Ib","@ 1115",NA,"",NA,NA,NA,NA
"1984","1467-52352","1997-08-14","pd 6136","SWL","w 5 Ic","@ 0840",NA,"",NA,NA,NA,NA
"1985","1467-52352","1998-05-08","pd 1 e","RGC","PR","@ 11:20 circled greater or equal to 3 yr",NA,"",NA,NA,NA,NA
"1986","1467-52352","1998-05-12","Nest #013 flushed pd 1 E","SWL","PR","@ 0932",NA,"",NA,NA,NA,NA
"1987","1467-52352","1998-06-08","pd 1 E","JJK","PR","@ 845",NA,"",NA,NA,NA,NA
"1988","1467-52352","1998-05-19","Nest #013  ","SWL","Nest is abandoned",NA,NA,"",NA,NA,NA,NA
"1989","1467-52361",NA,NA,NA,NA,"See Brood Obs 1996 172.131",NA,"",NA,NA,NA,NA
"1990","1467-52361","1996-07-30","pd 6136","SWL","9 IIc","@ 1401",NA,"",NA,NA,NA,NA
"1991","1467-52361","Last Loc 1996-08-25","1 pd S o 6136","MG","Radio Loc",NA,NA,"",NA,NA,NA,NA
"1992","2367-85801","1996-09-05","big pd 8132 NE of Andre Denis","MG","greater or equal to 5 IIb","flushed out of emergents",NA,"",NA,NA,NA,NA
"1993","2367-85801",NA,NA,NA,NA,"SEE BROOD OBS 96",NA,"",NA,NA,NA,NA
"1994","2367-85801","1997-06-28","nest 339",NA,"caught on nest",NA,NA,"",NA,NA,NA,NA
"1995","2367-85801",NA,NA,NA,NA,"SEE BROOD OBS 97 freq: 2.343",NA,"",NA,NA,NA,NA
"1996","2367-85801","1997-07-12","pd 8132 NE Andre Denis farm","SWL","w 5 Ia",NA,NA,"",NA,NA,NA,NA
"1997","2367-85801","1997-08-02","2nd pd E of 8132","EMS","w 1 IIa","@ 1100",NA,"",NA,NA,NA,NA
"1998","2367-85801","1997-08-07","2nd pd E of 8132","STR","female found dead along S. shore of pd",NA,NA,"",NA,NA,NA,NA
"1999","2367-85802","1996-08-08","pd 5335","MG","w 9 Ia",NA,NA,"",NA,NA,NA,NA
"2000","2367-85802","Last seen 1996-09-08","pd 5618","MG","w 3IIb","@ 1130",NA,"",NA,NA,NA,NA
"2001","2367-85802","1997-04-25","pd 66","RGC","PR","am",NA,"",NA,NA,NA,NA
"2002","2367-85804","1996-08-16","Nest","SWL/JM","eggs rotten","(tossed away)",NA,"",NA,NA,NA,NA
"2003","2367-85804","1997-04-25","pd 90","MG","PR","@ am",NA,"",NA,NA,NA,NA
"2004","2367-85804","1997-05-02","pd 90","RGC/ES","PR","@ am",NA,"",NA,NA,NA,NA
"2005","2367-85804","1998-05-22","pd 90","RGC","PR","@ 740",NA,"",NA,NA,NA,NA
"2006","2367-85809","1997-05-02","pd 90","RGC, ES","Pr","a.m.",NA,"",NA,NA,NA,NA
"2007","2367-85815","1998-04-28","1 m N of main road 
1 m N of NWA (1st pd SE of farm)*","SWL","PR","@ 1951",NA,"",NA,NA,NA,NA
"2008","2367-85815","1998-05-06","1 m N of main road 
1 m N of NWA (1st pd SE of farm)","EMS","PR","@ 1504",NA,"",NA,NA,NA,NA
"2009","2367-85815","1998-05-08","1 m N of main road 
1 m N of NWA (1st pd SE of farm)","SWL","PR","@ 1045 *not included in resigt data",NA,"",NA,NA,NA,NA
"2010","2367-85816","1997-07-03","nest # 412 N of pd 5056",NA,"hatched 06 July",NA,NA,"",NA,NA,NA,NA
"2011","2367-85816","1998-05-05","pd 6631","SWL","PR","(100%) @ 1203",NA,"",NA,NA,NA,NA
"2012","2367-85816","1998-05-11","pd 6631","JJK","PR","@ 1325; included in resight data because female nested in trad. search area at NWA",NA,"",NA,NA,NA,NA
"2013","2367-85818","1997-06-19","Nest 215 ISL","RGC","9 eggs hatched June 20","(female trapped)",NA,"",NA,NA,NA,NA
"2014","2367-85818","1997-11-03","Schell City, Missouri",NA,"female shot","*nasal tags intact (yes) *webtag intact (unknown)",NA,"",NA,NA,NA,NA
"2015","2367-85822",NA,NA,NA,NA,"Not included in resight database",NA,"",NA,NA,NA,NA
"2016","2367-85827","Oct 96","NE 3 mi ST. DENIS NWA","M Gloutney","female shot","tags intact",NA,"",NA,NA,NA,NA
"2017","2367-85837",NA,NA,NA,NA,"No entries on this page",NA,"",NA,NA,NA,NA
"2018","1467-52354","1997-07-01","Nest","SWL","eggs nonviable/taken away!",NA,NA,"",NA,NA,NA,NA
"2019","1467-52355","1997-06-29","Nest","JJK","5 hatch/gone",NA,NA,"",NA,NA,NA,NA
"2020","1467-52356","1997-07-19","pd 5335","MG","w 6 Ic-IIa",NA,NA,"",NA,NA,NA,NA
"2021","1467-52356","1997-07-21","pd 5335","JJK","w 5 IIb's","@ 1100",NA,"",NA,NA,NA,NA
"2022","1467-52356","1997-08-05","pd 5335","JJK","w 4 IIc","@ 0920",NA,"",NA,NA,NA,NA
"2023","1467-52356","1997-08-10","pd 5335","SWL","w 4 IIc","@ 0807",NA,"",NA,NA,NA,NA
"2024","1467-52356","1997-08-11","pd 5335","JJK","w 4 IIc","@ 0825",NA,"",NA,NA,NA,NA
"2025","1467-52356","1997-07-06","Nest","RGC","6 hatch 5 only tagged",NA,NA,"",NA,NA,NA,NA
"2026","1467-52357","1997-07-03",NA,NA,NA,"SEE BROOD OBS '97 freq: 2.461",NA,"",NA,NA,NA,NA
"2027","1467-52357","1997-07-06","nest","SWL","8 hatch/ gone",NA,NA,"",NA,NA,NA,NA
"2028","1467-52357","1997-07-31","pd N of 4717","STR","female w 2 other MALL female",NA,NA,"",NA,NA,NA,NA
"2029","1467-52358","1997-07-12","nest","RLL","5 hatch/gone",NA,NA,"",NA,NA,NA,NA
"2030","1467-52359","1997-07-12","nest","SWL","10 hatch","@ 1235",NA,"",NA,NA,NA,NA
"2031","1467-52359","2000-01-02","Smackover, Arkansas",NA,"female shot",NA,NA,"",NA,NA,NA,NA
"2032","1467-52360","1997-07-14","Nest","RGC","8 hatch/gone",NA,NA,"",NA,NA,NA,NA
"2033","1467-52360","1998-05-08","pd 7662?","SWL","PR","Half a mile N of NE end of NWA (The junkpile wetland). 1st pd SE of Boussiere's (N) farm. @ 955 100% 50m sighting",NA,"",NA,NA,NA,NA
"2034","1467-52360","1999-06-21","N153","RDD,BBB","8 eggs","*Lost tags refitted",NA,"",NA,NA,NA,NA
"2035","1467-52362","1997-07-22","nest","JJK","Nest depredated",NA,NA,"",NA,NA,NA,NA
"2036","1467-52362","1997-10-22","pd 65","SWL","W Yell oval wht triangle + 3 males","@ 1440",NA,"",NA,NA,NA,NA
"2037","1467-52362","1998-01-11","Raceland, LA",NA,"shot",NA,NA,"",NA,NA,NA,NA
"2038","1467-52363",NA,NA,NA,NA,"See Brood Obs freq: 2.417",NA,"",NA,NA,NA,NA
"2039","1467-52363","1997-07-19","nest","SWL","greater or equal to 6 duckling","lifted fence and left (missed webtagging)",NA,"",NA,NA,NA,NA
"2040","1467-52363","1997-08-18","1 pd S of 4336","STR","w 8 IIb's","@ 0825",NA,"",NA,NA,NA,NA
"2041","1467-52363","1998-04-29","pd 50","BB","PR","good sighting; circled 3yr",NA,"",NA,NA,NA,NA
"2042","1467-52363","1998-05-06","pd 50","RGC","PR","@ 1820",NA,"",NA,NA,NA,NA
"2043","1467-52363","1998-06-03","Nest #008","EMS","caught on nest",NA,NA,"",NA,NA,NA,NA
"2044","1467-52363","1998-06-04","Nest #008","SWL","Depredated",NA,NA,"",NA,NA,NA,NA
"2045","1467-52364","1997-07-16",NA,NA,NA,"SEE 1997 BROOD OBS (2.221)",NA,"",NA,NA,NA,NA
"2046","1467-52364","1997-07-20","Nest 473","SWL","10 hatch/gone",NA,NA,"",NA,NA,NA,NA
